1,39353,127499,824,5.9,0,5,4,8.975503722,1,25,1,1,1,1,M,57
2,86279,429968,1659,19.1,0,3,7,0,1,5,1,1,0,0,M,35
3,55869,168055,480,4.8,1,4,8,8.009363077,1,5,1,0,1,1,M,41
4,54644,77028,846,3.7,0,2,7,0,1,5,1,1,0,0,M,31
5,69166,185196,628,18,0,4,4,8.839566504,1,24,1,1,1,0,M,57
6,90202,279205,949,17.6,0,3,9,7.625107148,1,13,1,1,0,1,M,42
7,36785,73013,485,25.2,0,4,3,10.43485083,1,4,1,1,1,0,M,
8,82127,249852,524,3.4,0,3,3,9.294865327,1,7,1,1,0,1,M,65
9,42869,151666,455,4.2,0,2,6,9.429475902,1,13,1,1,1,1,M,58
10,66666,224999,646,9.4,0,2,7,8.794824928,1,11,1,1,0,1,M,32
11,78356,209732,1017,1.9,0,4,7,10.38575937,1,18,1,0,0,0,M,64
12,105749,477142,899,18.3,0,7,9,8.281217661,1,41,1,1,1,1,M,28
13,58888,817981,1020,11.9,0,4,8,8.788440957,1,43,1,1,1,1,M,54
14,52218,112725,717,4.5,1,4,7,7.063903961,1,20,1,0,0,0,M,26
15,100867,280713,1289,10.7,0,4,9,8.129174997,1,9,1,1,0,1,M,40
16,57196,345929,957,5.1,0,2,9,0,1,11,1,1,0,1,M,41
17,101562,475651,1112,15.8,0,2,9,0,1,18,1,1,1,1,M,84
18,69309,278696,920,8.6,0,1,7,8.528924114,1,20,1,1,0,0,M,58
19,44573,101832,332,5.1,0,3,4,8.592115118,1,18,1,1,1,1,M,51
20,95681,329230,1053,7.4,0,2,8,9.797348956,1,18,0,1,0,1,M,48
21,63907,165014,582,3.9,4,4,8,8.555836815,1,10,1,1,0,0,M,39
22,52766,101694,595,7.6,0,2,4,9.883896903,1,4,1,1,1,1,M,42
23,78347,163383,735,4.5,1,2,9,8.62837672,1,7,1,1,0,1,F,44
24,44837,107588,678,3.1,2,2,8,7.961021466,1,22,1,1,0,1,M,46
25,100999,999999,1870,7.2,0,4,9,9.277812087,1,14,1,1,0,1,M,62
26,53014,465583,996,7.7,0,2,9,6.595780514,1,21,1,1,0,0,M,55
27,52221,88557,616,16.3,0,1,3,9.006386515,1,9,0,0,0,0,M,58
28,77158,161226,942,5.2,1,3,9,0,1,28,1,1,0,0,M,58
29,38228,91534,158,5.1,1,2,7,8.58839695,1,13,1,1,0,0,M,45
30,48513,172114,672,2,0,1,4,7.00488199,0,0,0,0,0,0,M,55
31,64744,129008,757,5.1,0,3,8,9.375430992,1,20,1,1,0,0,M,55
32,68989,140358,833,8.5,5,3,8,0,1,4,1,1,0,1,,46
33,44257,97800,574,3.5,,2,,8.121480375,0,7,1,0,0,0,M,43
34,47253,117485,633,4.8,1,2,3,7.483244416,1,12,1,1,0,0,M,60
35,150914,489582,1562,6.3,2,5,9,0,1,15,1,1,1,0,M,60
36,78441,167044,1018,3.5,1,3,8,10.49590238,1,14,1,1,1,1,M,49
37,89186,252598,849,6.4,2,3,7,8.257644958,1,7,1,1,0,1,M,52
38,51514,90344,296,12.4,1,2,5,0,1,16,0,1,0,0,M,66
39,79572,307406,739,8,0,5,7,8.506334448,1,19,1,1,1,1,,73
40,42588,76640,149,4.7,3,2,4,0,1,12,1,0,0,0,,44
41,104761,790440,1112,5.2,0,3,9,0,1,23,1,1,0,0,M,60
42,45821,95123,395,4.3,0,2,4,0,1,15,1,1,1,0,F,50
43,35986,203893,564,7.4,0,4,8,8.608677882,1,16,1,0,1,0,M,41
44,71437,413365,832,3.5,0,6,9,0,1,16,1,1,0,1,M,38
45,97726,315707,714,6.4,2,2,9,7.655864018,1,6,1,1,0,1,M,45
46,47614,145374,707,6.3,2,4,5,10.44531754,1,10,1,1,1,1,M,47
47,110226,192430,1074,8.2,0,2,9,7.61085279,1,11,1,1,0,1,M,47
48,46736,142162,487,10.5,0,2,2,10.05886605,1,18,1,1,0,0,M,72
49,48823,209913,751,6.7,0,2,3,7.621684999,1,22,1,1,0,1,M,56
50,33280,39999,171,7.8,0,2,3,9.555135024,1,22,1,1,0,0,M,73
51,86978,242897,607,7.1,1,2,7,0,1,7,1,1,0,1,F,44
52,54099,312194,633,3.9,0,1,8,8.888618807,1,18,0,0,0,0,M,
53,36745,86851,337,4.8,0,3,8,9.207736986,1,3,1,0,1,0,M,50
54,28499,104434,499,3,2,2,7,7.299797367,1,12,1,1,0,1,M,40
55,79981,219961,818,2.9,1,1,6,9.682217246,1,4,1,1,1,0,M,55
56,55520,148806,599,15,1,4,7,0,1,28,1,1,0,0,M,60
57,91864,304053,812,7.1,0,1,7,8.673512946,1,5,0,1,0,1,M,47
58,58888,158704,591,7.2,0,1,8,0,1,15,0,0,0,0,F,53
59,63260,199268,645,16.1,2,5,8,8.879750799,1,35,1,1,0,0,M,71
60,40535,583332,782,2.9,,2,,7.734558844,0,4,0,0,0,0,M,
61,62446,147499,1181,6.3,0,3,6,6.673297968,1,16,1,1,0,0,M,63
62,71015,134506,527,11.4,0,3,7,9.503755976,1,37,1,1,0,0,M,53
63,157631,616971,1963,11.2,0,1,9,10.70882438,1,5,1,1,1,1,M,34
64,40499,284210,804,2.2,0,2,5,7.952966791,0,9,1,1,0,0,M,65
65,55308,133267,543,9.8,0,6,4,0,1,30,1,1,1,1,M,55
66,175757,436956,637,5.2,2,3,,0,0,24,1,0,0,0,M,48
67,67030,267825,777,4.5,0,2,9,7.359467638,1,26,0,1,0,0,M,66
68,52560,166513,597,4.7,0,3,2,10.68012534,1,7,1,1,1,0,,74
69,36499,113704,724,9.1,0,1,4,9.079889943,1,6,0,1,0,0,M,59
70,71046,169414,525,4.5,1,3,7,8.969160133,1,8,1,1,0,0,M,53
71,53332,215178,928,3.5,,1,,7.75576717,0,9,1,0,0,0,M,35
72,45118,85867,726,10.6,0,4,6,0,1,27,1,0,0,0,M,61
73,54052,98499,723,9,0,4,5,0,1,15,0,0,0,0,M,56
74,65286,155302,532,10.1,0,1,7,9.2043223,1,2,0,0,0,0,M,73
75,55531,205951,515,6.3,0,1,4,8.607582191,1,8,1,1,0,0,M,55
76,51826,156126,324,8.9,0,2,5,8.129174997,1,6,1,1,1,1,M,68
77,76837,255179,977,13.3,2,3,7,8.263332667,1,18,1,1,0,0,F,44
78,95165,267817,996,2.9,1,4,9,0,1,18,0,1,0,1,M,59
79,80216,208045,919,5.9,2,4,7,8.466531277,1,7,1,1,0,1,F,55
80,118072,449532,1749,6.8,2,2,9,0,1,16,1,1,0,1,,43
81,64949,136671,960,5.5,2,3,9,8.05610966,1,18,1,0,0,0,M,50
82,66890,224999,1037,7.3,2,2,8,0,1,12,1,1,0,1,F,52
83,57707,92916,193,9.9,,2,,6.599870499,0,7,1,0,0,0,M,
84,76358,153260,824,10.8,0,4,4,0,1,25,1,1,1,1,M,66
85,55967,138351,931,7.1,0,2,6,6.033086222,1,0,0,0,0,0,M,62
86,65454,232030,766,7.4,0,6,5,0,1,14,1,0,1,0,M,
87,50529,170369,609,3.8,1,3,5,8.262042844,1,20,1,1,1,1,M,46
88,46457,89814,530,4,1,4,2,7.020190708,1,10,1,1,1,0,M,46
89,41499,207030,719,2.5,0,1,5,7.313220387,0,4,0,0,0,0,M,41
90,59999,261235,680,14.5,1,1,1,8.000684785,1,19,1,1,1,1,M,51
91,52303,146070,457,6.3,0,1,5,7.66293785,1,6,0,1,0,0,F,51
92,39776,95166,482,4,0,1,4,6.413458957,1,8,1,0,0,0,M,44
93,55249,510801,985,5.4,0,1,9,0,1,33,0,0,0,0,M,45
94,92559,366437,1074,8.7,2,1,8,0,1,14,1,1,0,1,F,43
95,34428,116624,477,3.4,1,2,5,0,1,42,0,0,0,0,M,22
96,155207,833332,1545,11.6,0,3,9,0,1,14,1,1,0,0,M,73
97,21122,77406,156,4.9,0,2,2,8.687779492,1,1,0,0,0,0,M,46
98,25487,54256,502,3.2,0,6,6,9.706681602,1,0,1,1,1,0,M,59
99,66686,255969,791,4.4,0,2,7,0,1,29,1,1,0,0,,63
100,47731,102761,687,2.8,0,2,6,0,1,26,1,0,0,0,M,70
101,64329,152970,552,3.3,2,2,8,8.358431899,1,11,1,1,1,0,M,44
102,48313,162601,504,4.8,0,1,7,7.303843225,1,5,1,1,0,0,M,57
103,28596,130312,469,4.8,0,3,2,6.97634807,1,38,0,0,0,0,F,51
104,39257,32916,717,1.4,1,6,4,10.30624901,0,0,1,0,0,0,M,40
105,67457,163729,938,5.3,0,4,4,8.56674497,1,15,1,1,1,0,M,63
106,76388,215434,538,13.3,0,4,8,9.394410399,1,7,1,1,0,0,M,60
107,63820,152884,738,4.1,1,3,7,8.657476737,1,7,1,1,0,1,M,26
108,85038,145269,737,9,3,5,4,9.613536241,1,5,1,1,0,1,M,29
109,59749,132580,612,10.8,0,2,7,0,1,9,1,0,0,0,M,47
110,62695,121518,702,4.9,0,3,6,8.407378325,1,27,1,1,0,0,M,61
111,27894,63528,149,4.9,4,3,1,8.34664209,1,9,1,1,1,0,M,42
112,58381,155763,510,3.6,0,5,9,7.858640656,1,9,1,1,1,1,M,49
113,42082,77486,635,6.2,0,2,4,0,1,7,1,1,0,0,M,45
114,32473,76834,1022,8.8,0,3,4,7.655390645,1,20,1,1,1,0,,66
115,57777,178868,452,8.1,0,3,6,9.000853147,1,8,1,1,0,0,M,56
116,58450,130946,939,3.8,0,6,8,0,1,10,1,1,1,0,M,64
